time,open,high,low,close,volume
2024-04-02,101.42623018584791,102.28516517035648,100.82535451554618,101.62907808254064,197140
2024-04-03,102.67729066081307,102.66278118702334,102.52669295913157,102.62648996044297,146462
2024-04-04,103.43658127885828,103.4361525424206,102.53760353884213,102.99286872291782,198671
2024-04-05,103.74470012135586,104.25217132623864,103.18385463835901,103.7231657014035,136980
2024-04-06,103.49257163630207,104.29025589628512,103.01418808664074,103.73405722709066,159364
2024-04-07,106.00179958952074,106.32282685187438,105.50727589627316,105.60325418689096,179850
2024-04-08,105.60193283135138,106.03088536095417,105.49653567869362,105.73736256861919,178772
2024-04-09,105.63392325369874,106.30007359041284,105.72768143917367,106.16327099908587,122746
2024-04-10,107.9084702609328,108.60623036229211,107.50713912796878,108.18142820718124,177800
2024-04-11,106.53917938171276,107.75398683092367,105.78650305833953,106.73318454580523,159600
2024-04-12,105.7638334215794,105.58294241851718,104.73357866191955,105.38573315628366,158158
2024-04-13,106.368148993271,107.37425690932764,106.27028730059746,106.41230673041566,172928
2024-04-14,105.11297459044376,105.74318036476456,104.13996442338747,105.17125283408195,135422
2024-04-15,107.05962163883335,107.7253486830763,106.30051526502741,107.23537799298136,153015
2024-04-16,107.1992847762831,107.7347044088662,106.25587883075333,106.79274814708637,120111
2024-04-17,106.46921363085438,106.48360510685238,105.01983062033752,105.99749638903675,153420
2024-04-18,108.5870049022286,108.83799328587715,107.47049872325788,108.05549039485571,147699
2024-04-19,109.53199468151558,110.10476881872283,108.65460541836833,109.66716904463976,170775
2024-04-20,112.25536000407175,112.7446420230474,110.8072306500364,111.73451242850231,117975
2024-04-21,113.08057565616741,113.52949053279994,111.65971989951242,112.75147712996798,113666
2024-04-22,111.98099532796357,112.56667164190804,110.75642636016524,111.7846019136639,111675
2024-04-23,113.6496086798836,114.31368787805722,113.89922529396753,113.94028232727894,106445
2024-04-24,113.31312263737725,114.49529524514327,113.43672461804373,113.63532735710058,113649
2024-04-25,114.16832468916719,115.27948328247392,114.10511265357526,114.55086981093064,103799
2024-04-26,116.12999113085885,115.91867280129398,114.54004230075518,115.64111069127345,164923
2024-04-27,115.22423096610785,115.64735548399679,115.11557478467921,115.46199415815728,100432
2024-04-28,116.11871198822882,117.09839739768907,115.98678350297033,116.17320390610719,159351
2024-04-29,117.24243181665757,118.3741344289477,116.2103282937927,117.2495162270772,187429
2024-04-30,118.0190899687549,118.2308964724482,117.16633587609316,117.69170507503507,124953
2024-05-01,116.80559445995085,117.09282259458155,115.34807656798252,116.40488813802308,153479
2024-05-02,116.33117825583747,117.75398338551821,116.56549696603463,116.75257015363255,129409
2024-05-03,118.22499494360368,118.85242328741882,117.52929759106556,118.31147547354477,113282
2024-05-04,117.89539822893316,118.61095099105374,116.97529201803356,117.4925692125445,150972
2024-05-05,117.68999800429124,117.99234458140049,117.2271593173254,117.31689121694401,127892
2024-05-06,116.34308122059291,117.76620922352726,115.99397060669533,116.8074917368354,148193
2024-05-07,118.57880534037392,120.06907871139195,118.69329276936107,118.98766677621049,118500
2024-05-08,119.55575866764768,120.76722816916616,119.74285410412968,119.79030966130162,196981
2024-05-09,119.76864963284946,120.47114798734117,120.20730457347469,120.2794052188719,192616
2024-05-10,119.26699060594554,120.10754426539366,119.28400906339957,119.35691051823221,171420
2024-05-11,119.53141250353082,120.48041039992933,118.91297995732042,120.00228020446994,100370
2024-05-12,119.27710041034999,119.2705391093677,118.3138774465894,119.19578791208056,139841
2024-05-13,118.93154500998064,119.73932412580774,118.1629413479547,119.2337346358191,179222
2024-05-14,118.59224878496778,118.78448052141388,117.68113477147295,118.47799682086857,121603
2024-05-15,118.82591452118987,120.29488915974882,118.65120725538831,119.28213811206479,140921
2024-05-16,120.54282148458549,120.01185078304276,119.60664452026528,119.97189459158804,179809
2024-05-17,120.24012674303691,120.87037045370798,118.52747180823626,119.72225471674898,150787
2024-05-18,120.06724571098516,120.62444664356802,119.76196139231158,120.19730287245585,159463
2024-05-19,118.58410133115055,119.31471787455939,118.33106933083512,118.89062681666158,127137
2024-05-20,116.83845498034074,117.14994129771792,116.68777393103572,117.13081558935095,149281
2024-05-21,117.627074080946,117.86453057715258,116.49423078756075,117.64661102399128,137063
2024-05-22,117.30077460548534,118.31571591781072,117.63703780805139,117.8428602450587,111929
2024-05-23,118.75926187356288,119.69566055186465,118.20460787183755,118.59358058600691,142084
2024-05-24,121.34241373725328,121.57476942578258,120.62747412960154,121.45378332427299,119021
2024-05-25,122.45601628518881,123.76532303642688,122.52882704242052,122.60632357948766,140556
2024-05-26,121.86809278124248,122.54859943068217,120.75447749583168,121.49223835270107,136018
2024-05-27,123.11374874934495,123.41490418868212,122.27011234188316,122.85693419159047,101435
2024-05-28,121.8017247875938,121.64696878190742,120.90648885363514,121.2508412145082,169728
2024-05-29,120.51375391310447,120.97336030557817,120.40470885698939,120.69245570045264,150731
2024-05-30,121.08959813829347,121.3512279555176,119.98956688358285,120.61012132752104,169395
2024-05-31,123.02562500573792,122.73497108064745,122.24296391015676,122.69439041225525,188418
2024-06-01,121.61037829393227,121.80301796517486,121.22804403332614,121.78401227373348,183245
2024-06-02,120.9286393270411,121.29959647628183,120.37407887279988,120.78168975704256,173828
2024-06-03,120.40771816695052,120.74497575946845,119.49181044095552,120.66283565146708,186352
2024-06-04,120.31368802129231,120.16690273170956,119.70496682316413,119.86491388311211,161552
2024-06-05,120.7531637897241,121.49108886453102,121.10564234061447,121.22299098805196,154137
2024-06-06,119.5760578351626,120.22453834497519,119.50911068038225,119.92090916354073,156235
2024-06-07,118.17694646051564,118.70808865157635,117.85204064977087,118.55271911143288,148579
2024-06-08,117.92034306423179,118.0490130666577,117.25674846366348,118.03480613429456,147624
2024-06-09,117.73643814233321,117.5840503930934,116.98184415880664,117.44841591547284,106720
2024-06-10,119.76884369563493,120.47717301699005,118.54012387357173,119.73662562409832,165908
2024-06-11,120.86394699180867,122.05651335423981,120.4534795245256,120.87884370941818,161332
2024-06-12,120.38045790853744,122.18288711619796,120.11192913496919,120.9847209793268,168704
2024-06-13,119.42202505654332,120.00004370299017,118.74919574250323,119.51117833358802,183426
2024-06-14,119.99853387283056,120.72095886290613,119.54462917877407,120.52455875993367,129547
2024-06-15,118.9769354103266,120.08726526484085,118.16018051720644,119.32506239928051,196645
2024-06-16,118.00397294019724,118.07201648577008,116.45045635943166,117.49592767042493,112629
2024-06-17,118.56174707380332,120.07654860496315,117.99107375416189,118.90013900444836,106424
2024-06-18,119.70499850440834,119.35547531278615,118.44472813260177,119.27758203352934,141986
2024-06-19,120.74565915721885,121.32389869523954,119.9771568253715,120.3810329876821,188573
2024-06-20,120.35369955705941,121.11361814308093,120.58697975823907,120.76533273816668,198547
2024-06-21,121.93329476768169,122.09859163430767,121.72823932110309,121.80453281200221,198076
2024-06-22,120.54902634311767,121.81585392628216,120.72139454198822,121.01412978426094,149526
2024-06-23,120.04193911023815,120.06370715782558,119.25126053634494,119.76899974242754,113151
2024-06-24,120.75389025728417,121.39107411037101,119.95866154181729,120.5881270715711,169697
2024-06-25,119.99634265068346,120.24201274643711,118.69840456423582,119.6231917867749,168048
2024-06-26,118.77667632728881,119.3049903937938,117.66217231131309,118.8011677233459,155666
2024-06-27,118.7518426922151,118.91720111368433,118.12247590892179,118.26122054096939,148661
2024-06-28,117.74885481601154,118.62142338727818,118.15532689138925,118.28189341444231,195343
2024-06-29,117.61981328299034,118.6967196124687,117.1688856111733,117.86392294511742,122383
2024-06-30,116.50444975675052,116.73673109722515,115.38788319223583,116.25444156050602,174529
2024-07-01,115.41401840129049,115.92507047480825,114.52892260274211,115.50860931195498,121634
2024-07-02,112.59926509218,113.90485096059138,111.91153019126399,112.96872778650287,160136
2024-07-03,113.23074441811532,114.72873347513743,112.55932449483443,113.677256466407,120855
2024-07-04,112.2256009644105,111.9220604733058,111.42333130312738,111.87059182233466,103983
2024-07-05,110.6121936965796,110.89929176314928,110.22109871089603,110.64190881785683,137703
2024-07-06,111.12282696361159,111.08545000227093,110.53601664036218,110.69964031381868,139709
2024-07-07,110.14031401953652,110.7794841594727,109.13133353467116,109.88396666495098,119169
2024-07-08,111.4919020429095,112.69237686461943,110.85974293992943,111.59264095413566,114640
2024-07-09,110.01985471323012,111.22660538005506,109.20955275346049,110.15919396048501,166481
2024-07-10,110.47104134525605,111.45331775003764,110.3463430819745,110.45376820209523,100848
2024-07-11,110.83994997169086,110.73781629129951,109.86078995810178,110.4103873702715,128856
2024-07-12,109.38713183100374,110.21075795644467,108.49406978668328,109.1281940022076,107640
2024-07-13,109.15788222098973,109.97434866005038,109.43574320299663,109.7007330466462,191578
2024-07-14,109.72533430443904,109.62868748283174,109.32760248855924,109.51270678596725,113189
2024-07-15,110.82415888470388,111.41066811248304,109.41254193530519,110.36118553702698,196051
2024-07-16,111.50794895097235,111.53350241068058,111.20863288679098,111.2737668997143,154522
2024-07-17,113.33983818772141,114.49142109396551,113.17197615661475,113.70710556464215,152330
2024-07-18,115.21804077618262,115.30428213452046,115.10355032982291,115.23703399728242,156593
